Wall time,Step,Value
1562108245.2551558,294,-0.0014285712968558073
1562108300.7936604,299,-0.001153846038505435
1562108312.3489444,300,-0.0016666664741933346
1562108357.7236006,304,0.0009523811750113964
1562108368.6887069,305,-0.0014285712968558073
1562108414.0152135,309,0.001097561209462583
1562108425.5665395,310,0.00525641068816185
1562108447.661542,312,-0.0009183671791106462
1562108481.3685384,315,-0.0015116276917979121
1562108537.1856883,320,-0.001590908970683813
1562108548.2290573,321,-0.0016279068076983094
1562108559.4136,322,-0.0024999999441206455
1562108615.781212,327,-0.0013414632994681597
1562108627.1062336,328,-0.003913043532520533
1562108638.2498755,329,-0.0027272726874798536
1562108672.1544442,332,-0.0026190474163740873
1562108772.330149,341,-0.00055555539438501
1562108795.0412776,343,0.0001282053126487881
1562108840.0236857,347,-0.0018085105111822486
1562108862.7008731,349,0.0011250001844018698
1562108931.1205263,355,-0.0006521737086586654
1562108942.728072,356,-0.0014285712968558073
1562109010.0328252,362,-0.0038888887502253056
1562109043.649926,365,-0.002826086711138487
1562109088.824754,369,-0.0038888887502253056
1562109133.86596,373,-0.0018749998416751623
1562109156.2825303,375,-0.0026190474163740873
1562109202.9015718,379,-0.003809523768723011
1562109214.2513692,380,0.003750000149011612
1562109225.4351199,381,-0.0014285712968558073
1562109248.1976137,383,-0.0028723403811454773
1562109304.9768102,388,0.0015789475291967392
1562109361.544872,393,-0.001153846038505435
1562109372.8051603,394,-0.0003488370275590569
1562109384.114583,395,-0.0018085105111822486
1562109552.0969033,410,-0.0038888887502253056
1562109631.5269623,417,-0.002738095121458173
1562109699.8168852,423,-0.0024999999441206455
1562109710.9815357,424,-0.0013414632994681597
1562109734.047317,426,-0.0038888887502253056
1562109757.0219903,428,-0.0024999999441206455
1562109802.2376168,432,0.0001282053126487881
1562109904.5137644,441,-0.0013414631830528378
1562109927.8228557,443,-0.0038888887502253056
1562109938.8447511,444,-0.002435897244140506
1562109972.8209484,447,0.0021428572945296764
1562110039.9564264,453,-0.0016666664741933346
1562110130.45588,461,0.002500000176951289
1562110141.7770464,462,-0.0027272726874798536
1562110175.184726,465,0.0012500002048909664
1562110185.988856,466,-0.003809523768723011
1562110231.147727,470,0.0002631580864544958
1562110286.1763954,475,-0.0015116276917979121
1562110297.5300713,476,-0.0014285712968558073
1562110423.3771243,487,0.002500000176951289
1562110456.7126787,490,0.001097561209462583
1562110467.874157,491,-0.004999999888241291
1562110490.1349018,493,-0.0038636361714452505
1562110513.8427656,495,0.002500000176951289
1562110547.055892,498,-0.003936170134693384
1562110671.4788241,509,-0.004999999888241291
1562110727.8442247,514,-0.0038636361714452505
1562110750.4701297,516,-0.004999999888241291
1562110785.051,519,0.0033333336468786
1562110807.016685,521,0.0006818184047006071
1562110862.9656596,526,0.002692307811230421
1562110874.2573435,527,0.0006818184047006071
1562110942.3490262,533,-0.003979591652750969
1562110964.192588,535,-0.004999999888241291
1562110976.430247,536,-0.0018085105111822486
1562110999.0803087,538,-0.0008333331788890064
1562111010.2826524,539,-0.001153846038505435
1562111043.9559543,542,0.0018181820632889867
1562111067.3277674,544,0.003536585718393326
1562111122.8480556,549,-0.002435897244140506
1562111134.0153344,550,0.004210526589304209
1562111145.6344898,551,0.001097561209462583
1562111235.0617375,559,0.002500000176951289
1562111258.1359487,561,0.002894737059250474
1562111302.8449001,565,-0.000454545282991603
1562111314.2677443,566,0.001097561209462583
1562111325.7068198,567,0.002500000176951289
1562111371.3652773,571,-0.0026744185015559196
1562111416.465163,575,-0.005116278771311045
1562111427.609934,576,-0.00277777761220932
1562111462.0131109,579,-0.0024999999441206455
1562111484.7113743,581,0.004634146578609943
1562111496.0024545,582,0.0026923080440610647
1562111506.5729716,583,-0.0038372091948986053
1562111517.92477,584,-0.0013414632994681597
1562111529.0289092,585,-0.00023809506092220545
1562111540.9279463,586,-0.0026190474163740873
1562111563.2394595,588,-0.003936170134693384
1562111574.2852588,589,-0.0026190474163740873
1562111632.1731446,594,0.0023170732893049717
1562111643.6679256,595,0.00031914914143271744
1562111688.749914,599,-0.00012195103772683069
1562111722.1569264,602,-0.004999999888241291
1562111745.5809681,604,-0.0013414632994681597
1562111812.569105,610,-0.0024999999441206455
1562111835.5265136,612,-0.004999999888241291
1562111891.8646946,617,-0.0024999999441206455
1562111938.4082096,621,-0.0016666664741933346
1562111949.4478729,622,-0.001590908970683813
1562111972.015208,624,0.0043023256585001945
1562112109.2547343,636,0.0031395351979881525
1562112187.324978,643,0.003536585718393326
1562112199.117562,644,-0.0003488370275590569
1562112221.5850842,646,-0.004999999888241291
1562112233.1129315,647,-0.00023809506092220545
1562112244.26123,648,0.0004347827925812453
1562112255.5639358,649,-0.002826086711138487
1562112277.880169,651,0.0006818184047006071
1562112312.3332474,654,-0.0038372091948986053
1562112356.4680057,658,0.00031914914143271744
1562112367.7143102,659,-0.003977272659540176
1562112412.9511383,663,0.0014102566055953503
1562112447.174239,666,0.000975609989836812
1562112492.908179,670,0.0005555557436309755
1562112526.9087846,673,0.003888889215886593
1562112537.4990056,674,0.002500000176951289
1562112548.7658029,675,0.0001282053126487881
1562112559.7927659,676,-0.001249999855645001
1562112570.9314618,677,-0.0003488370275590569
1562112594.3625216,679,0.003625000361353159
1562112605.4617052,680,0.002894737059250474
1562112616.7793627,681,-0.0026190474163740873
1562112650.4409082,684,0.0021428572945296764
1562112661.5799744,685,-0.0015116276917979121
1562112673.559267,686,0.0034042554907500744
1562112695.7534685,688,-0.004999999888241291
1562112718.1262105,690,-0.0013414631830528378
1562112729.355756,691,0.0062500000931322575
1562112809.5351613,698,0.0031395351979881525
1562112843.9783769,701,0.0012500002048909664
1562112867.3707776,703,-0.0026744185015559196
1562112889.8123195,705,0.0031395351979881525
1562112923.969705,708,-0.00023809506092220545
1562112946.5269248,710,-0.0026190474163740873
1562112970.0089338,712,0.0012500002048909664
1562113014.9679794,716,-0.0014285712968558073
1562113060.6506805,720,0.002500000176951289
1562113095.095225,723,0.0012500002048909664
1562113106.6704538,724,0.0027777780778706074
1562113118.1532977,725,-0.0026190474163740873
1562113129.8817215,726,0.002500000176951289
1562113199.381655,732,-0.0016666664741933346
1562113267.9349802,738,-0.001249999855645001
1562113290.8980582,740,0.0008139536948874593
1562113302.3801813,741,0.002500000176951289
1562113313.424769,742,0.0019444446079432964
1562113347.7240026,745,0.0021428572945296764
1562113381.248637,748,0.004756097681820393
1562113392.6611261,749,0.001097561209462583
1562113427.7173026,752,0.0020238098222762346
1562113438.8482785,753,1.8626451769865326e-10
1562113450.0885956,754,-0.0008333331788890064
1562113472.6663833,756,-0.000454545282991603
1562113495.1121597,758,-0.0014285712968558073
1562113564.1390889,764,-0.0013414632994681597
1562113598.5044699,767,0.0009523811750113964
1562113610.6943822,768,-0.0027272726874798536
1562113644.5745862,771,0.0014102566055953503
1562113655.9727504,772,-0.00023809506092220545
1562113667.1855674,773,-0.002826086711138487
1562113689.874797,775,0.00445945980027318
1562113701.2597764,776,-0.0003488370275590569
1562113769.32976,782,0.0001282053126487881
1562113815.6045687,786,0.0008333335281349719
1562113826.732383,787,-0.0027272726874798536
1562113849.1107018,789,0.004523809999227524
1562113871.5239615,791,-0.0013414632994681597
1562113894.9523065,793,-0.0015116276917979121
1562113906.4444966,794,0.002894737059250474
1562113917.8392038,795,0.0023170732893049717
1562113928.720558,796,0.0002631580864544958
1562113939.9310884,797,0.0016666668234393
1562113973.8813927,800,0.0001282053126487881
1562113996.820762,802,-0.0013414632994681597
1562114019.1992452,804,-0.003913043532520533
1562114053.2697148,807,0.001097561209462583
1562114075.987081,809,0.0004054055898450315
1562114087.858573,810,0.0062500000931322575
1562114099.358278,811,0.001976744504645467
1562114166.846106,817,-0.00012195103772683069
1562114178.8565898,818,0.0023170732893049717
1562114201.9699533,820,0.0012500002048909664
1562114235.5965688,823,-0.0027272726874798536
1562114280.9329748,827,0.005810811184346676
1562114315.22409,830,0.0015789475291967392
1562114349.5680087,833,-0.0015116276917979121
1562114361.49162,834,-0.0038372091948986053
1562114384.297226,836,-0.0026190474163740873
1562114407.2215755,838,0.003108108416199684
1562114429.9271014,840,0.001976744504645467
1562114488.667736,845,0.0031395351979881525
1562114522.8732836,848,0.008513513952493668
1562114545.4315577,850,0.0033333336468786
1562114579.9436772,853,-0.0013414632994681597
1562114671.454757,861,0.002692307811230421
1562114716.342695,865,-0.0018085105111822486
1562114761.8692756,869,-0.0017391302390024066
1562114784.313784,871,-0.0027272726874798536
1562114796.0319495,872,-0.0013414632994681597
1562114841.8903446,876,0.0021428572945296764
1562114864.7515223,878,-0.0014634145190939307
1562114875.9487808,879,0.0018181820632889867
1562114910.4613485,882,0.0016666668234393
1562114933.5930936,884,-0.00256097549572587
1562114956.5049415,886,0.0033333336468786
1562114989.6183326,889,-0.001249999855645001
1562115012.43287,891,0.0033333336468786
1562115024.219992,892,0.003536585718393326
1562115047.2486556,894,0.005810811184346676
1562115092.5166543,898,-0.000454545282991603
1562115139.1838083,902,0.004756097681820393
1562115220.2901402,909,0.0036956523545086384
1562115231.190711,910,-0.002826086711138487
1562115243.1121418,911,0.006904762238264084
1562115254.5083668,912,0.0006818184047006071
1562115277.2969964,914,0.0012500002048909664
1562115312.8271976,917,-0.0028723403811454773
1562115324.2268438,918,1.8626451769865326e-10
1562115335.6689186,919,0.006111111491918564
1562115370.0055175,922,0.002894737059250474
1562115381.437193,923,1.8626451769865326e-10
1562115393.4720256,924,0.004756097681820393
1562115404.8644478,925,0.003536585718393326
1562115495.7916737,933,0.004210526589304209
1562115507.302215,934,-0.00277777761220932
1562115540.7572908,937,1.8626451769865326e-10
1562115619.840711,944,0.001097561209462583
1562115653.8123944,947,0.004210526589304209
1562115733.8122325,954,0.003536585718393326
1562115745.0552816,955,0.004210526589304209
1562115756.7522967,956,-0.0014285712968558073
1562115780.3256605,958,0.0012500002048909664
1562115791.4313567,959,-0.0014285712968558073
1562115802.8373191,960,0.002692307811230421
1562115836.3159144,963,0.004523809999227524
1562115847.8389757,964,0.008888889104127884
1562115871.0883372,966,0.0023170732893049717
1562115893.297776,968,0.0008139536948874593
1562115904.197058,969,0.001097561209462583
1562115951.2137356,973,0.003023256082087755
1562115962.69106,974,-0.001590908970683813
1562116008.609412,978,0.00863636378198862
1562116019.9842286,979,0.0006818184047006071
1562116031.257216,980,0.0051282052882015705
1562116043.2496905,981,-0.0014285712968558073
1562116077.5503578,984,-0.0003488370275590569
1562116088.8987913,985,0.0023170732893049717
1562116100.65282,986,0.003750000149011612
1562116135.4769871,989,0.00445945980027318
1562116147.3662677,990,-0.0005681816255673766
1562116238.9390585,998,0.0015789475291967392
1562116284.8535905,1002,0.003750000149011612
1562116307.5276213,1004,-0.00055555539438501
1562116330.7273023,1006,0.006842105649411678
1562116342.3276546,1007,0.007500000298023224
1562116376.300261,1010,0.002500000176951289
1562116387.7555008,1011,0.002894737059250474
1562116410.4563406,1013,0.006111111491918564
1562116422.7547472,1014,0.0021428572945296764
1562116434.1769495,1015,1.8626451769865326e-10
1562116446.021333,1016,0.0008139536948874593
1562116481.0025642,1019,-0.0008510636398568749
1562116571.826163,1027,0.0012500002048909664
1562116595.0499084,1029,0.002500000176951289
1562116618.573629,1031,0.0023170732893049717
1562116641.3724277,1033,-0.001590908970683813
1562116652.5707352,1034,0.0001282053126487881
1562116687.2282662,1037,-0.0017045453423634171
1562116710.279405,1039,0.0055263158865273
1562116721.548459,1040,0.0023170732893049717
1562116732.8217397,1041,0.002894737059250474
1562116790.4407449,1046,-0.002826086711138487
1562116869.315734,1053,-0.00055555539438501
1562116880.7459414,1054,-0.00023809506092220545
1562116915.4562864,1057,-0.0016666664741933346
1562116938.3227732,1059,0.003536585718393326
1562117007.2578952,1065,0.0015789475291967392
1562117018.500221,1066,0.0018181820632889867
1562117041.1107447,1068,0.0005555557436309755
1562117064.0412278,1070,0.0009523811750113964
1562117110.4603746,1074,0.0043023256585001945
1562117156.294561,1078,0.005000000353902578
1562117180.1426053,1080,0.0021428572945296764
1562117236.3883653,1085,0.0021428572945296764
1562117247.9771776,1086,0.004090909380465746
1562117260.2465792,1087,0.0033333336468786
1562117338.9620528,1094,0.00525641068816185
1562117351.4991288,1095,0.0062500000931322575
1562117420.1216805,1101,0.001976744504645467
1562117466.2820518,1105,0.0055263158865273
1562117477.4618993,1106,0.003974359016865492
1562117489.0135577,1107,0.007500000298023224
1562117592.4529216,1116,0.0023170732893049717
1562117615.2275364,1118,0.003750000149011612
1562117649.5043905,1121,0.005000000353902578
1562117695.1048627,1125,-0.00012195103772683069
1562117717.4514406,1127,0.0014102566055953503
1562117729.7060435,1128,0.0012500002048909664
1562117775.6044943,1132,0.003974359016865492
1562117787.083465,1133,0.002692307811230421
1562117809.8893263,1135,-0.00012195103772683069
1562117821.6456172,1136,0.006842105649411678
1562117833.0614445,1137,0.0033333336468786
1562117866.9301221,1140,0.004756097681820393
1562117878.414126,1141,0.0033333336468786
1562117994.016003,1151,0.0009523811750113964
1562118028.1497655,1154,0.006842105649411678
1562118062.481208,1157,0.005000000353902578
1562118073.6554677,1158,0.001097561209462583
1562118084.8159153,1159,0.010384615510702133
1562118119.1054456,1162,0.009102564305067062
1562118129.931006,1163,0.0051282052882015705
1562118141.2058578,1164,0.006363636814057827
1562118313.873841,1179,0.0003260871453676373
1562118348.0253718,1182,0.0021428572945296764
1562118371.7849538,1184,0.005975610110908747
1562118382.853034,1185,-0.003809523768723011
1562118405.2543564,1187,0.002692307811230421
1562118417.2327049,1188,0.0033333336468786
1562118451.660261,1191,-0.00277777761220932
1562118486.4446115,1194,0.003108108416199684
1562118498.2112079,1195,0.003974359016865492
1562118509.6596162,1196,0.00445945980027318
1562118521.0346522,1197,0.002692307811230421
1562118543.6678662,1199,0.009102564305067062
1562118566.9367554,1201,0.0062500000931322575
1562118590.5449233,1203,0.0018181820632889867
1562118625.168971,1206,0.003536585718393326
1562118647.7082045,1208,0.0012500002048909664
1562118671.4972985,1210,0.002500000176951289
1562118694.2002158,1212,0.007500000298023224
1562118716.9926658,1214,0.003974359016865492
1562118728.016626,1215,0.0023170732893049717
1562118739.3521764,1216,0.012000000104308128
1562118853.734813,1226,0.004210526589304209
1562118899.5380344,1230,0.002692307811230421
1562118946.1389194,1234,0.004404762294143438
1562118957.708132,1235,0.004404762294143438
1562118968.9626746,1236,0.003750000149011612
1562118992.2579894,1238,0.003536585718393326
1562119026.82356,1241,0.0021428572945296764
1562119060.4757063,1244,0.0018181820632889867
1562119083.7237575,1246,0.004523809999227524
1562119118.7620351,1249,0.0023170732893049717
1562119141.6730418,1251,0.002692307811230421
1562119187.387943,1255,0.002500000176951289
1562119210.5626838,1257,0.003750000149011612
1562119233.1667335,1259,0.002692307811230421
1562119244.161119,1260,0.006428571883589029
1562119278.4015148,1263,0.0017567569157108665
1562119289.8413503,1264,0.006538461893796921
1562119302.2746224,1265,0.0005555557436309755
1562119336.324171,1268,0.0009523811750113964
1562119394.3875399,1273,0.005227272864431143
1562119428.0173676,1276,0.002894737059250474
1562119486.2289076,1281,0.0018181820632889867
1562119509.1737394,1283,0.00947368424385786
1562119578.5215192,1289,0.0033333336468786
1562119624.3217137,1293,0.004756097681820393
1562119635.8433056,1294,0.00525641068816185
1562119647.3948889,1295,-0.0002439022355247289
1562119658.8112054,1296,0.004756097681820393
1562119682.3255801,1298,0.002692307811230421
1562119716.436238,1301,0.002500000176951289
1562119727.3964539,1302,-0.0015116276917979121
1562119750.1166263,1304,0.0031395351979881525
1562119762.1611645,1305,-0.0015116276917979121
1562119842.2648711,1312,-0.001590908970683813
1562119866.1685956,1314,0.005810811184346676
1562119899.8043242,1317,0.0071951220743358135
1562119911.4421136,1318,0.0021428572945296764
1562119945.634852,1321,-0.0026744185015559196
1562119958.0399044,1322,0.0023170732893049717
1562120014.2791965,1327,0.0055263158865273
1562120025.5770032,1328,0.006904762238264084
1562120037.182413,1329,0.005810811184346676
1562120071.4767406,1332,-0.0014285712968558073
1562120094.082583,1334,0.00815789494663477
1562120105.3460894,1335,0.003536585718393326
1562120116.9968684,1336,0.001097561209462583
1562120128.327094,1337,0.0014102566055953503
1562120140.4376996,1338,0.004210526589304209
1562120151.7809017,1339,0.007162162568420172
1562120219.9488196,1345,0.006111111491918564
1562120277.2892222,1350,0.0020238098222762346
1562120288.3449457,1351,0.004756097681820393
1562120299.691189,1352,0.007162162568420172
1562120357.3782437,1357,0.0023170732893049717
1562120402.3276932,1361,0.00525641068816185
1562120426.1308715,1363,0.003974359016865492
1562120483.8623893,1368,0.006627907045185566
1562120530.8261418,1372,0.0035869567655026913
1562120610.4547205,1379,0.0023750001564621925
1562120633.4202824,1381,0.002692307811230421
1562120667.3510807,1384,0.0008139536948874593
1562120690.995512,1386,0.0043023256585001945
1562120702.2019548,1387,0.002500000176951289
1562120736.0850484,1390,0.0014102566055953503
1562120747.20354,1391,-0.00023809506092220545
1562120769.6360419,1393,0.0021428572945296764
1562120781.1971376,1394,0.0021428572945296764
1562120816.389214,1397,0.0031395351979881525
1562121011.5913482,1414,-0.0013414632994681597
1562121022.631658,1415,0.010384615510702133
1562121034.4083333,1416,-0.00023809506092220545
1562121045.9837437,1417,0.006842105649411678
1562121091.8917072,1421,-0.0003488370275590569
1562121126.3763127,1424,0.0021428572945296764
1562121172.4218016,1428,0.008888889104127884
1562121183.9019692,1429,0.0002631580864544958
1562121196.3435059,1430,-0.0026744185015559196
1562121241.969561,1434,0.003974359016865492
1562121254.1080463,1435,0.001097561209462583
1562121265.3931036,1436,0.002894737059250474
1562121288.7031274,1438,0.004756097681820393
1562121311.342865,1440,0.014444445259869099
1562121333.9867435,1442,1.8626451769865326e-10
1562121357.5196245,1444,0.006538461893796921
1562121449.3510861,1452,0.005714286118745804
1562121505.849324,1457,0.002500000176951289
1562121517.7681198,1458,0.004875000100582838
1562121622.588135,1467,-0.0026744185015559196
1562121634.237091,1468,0.004756097681820393
1562121760.6396377,1479,0.008235294371843338
1562121807.6894486,1483,-0.000454545282991603
1562121819.0817454,1484,1.8626451769865326e-10
1562121854.0951653,1487,0.001521739293821156
1562121865.35191,1488,-0.00012195103772683069
1562121900.51776,1491,-0.00012195103772683069
1562121923.1535642,1493,0.0016216218937188387
1562121934.7656815,1494,-0.0003488370275590569
1562121945.9424417,1495,0.0020238098222762346
1562122026.768694,1502,0.004875000100582838
1562122038.5272355,1503,0.0021951221860945225
1562122049.6779225,1504,0.006842105649411678
1562122060.8450713,1505,0.004210526589304209
1562122095.509084,1508,0.002692307811230421
1562124586.1995986,1513,0.008793103508651257
1562124597.6943054,1514,-0.0021698111668229103
1562124608.7530437,1515,0.004722222685813904
1562124699.169792,1523,0.006538461893796921
1562124754.8220816,1528,-0.0014285712968558073
1562124765.7985458,1529,0.002692307811230421
1562124799.5611427,1532,0.006842105649411678
1562124879.525433,1539,0.002692307811230421
1562124902.069345,1541,0.006111111491918564
1562125015.8797824,1551,0.0006818184047006071
1562125073.1358366,1556,0.0012500002048909664
1562125084.3664634,1557,0.009102564305067062
1562125107.2609985,1559,0.007500000298023224
1562125118.3800237,1560,0.006111111491918564
1562125187.364854,1566,0.00525641068816185
1562125198.643954,1567,0.006627907045185566
1562125268.0014756,1573,0.0006818184047006071
1562125279.1960547,1574,0.00012820534175261855
1562125383.1333241,1583,0.005810811184346676
1562125428.739782,1587,0.003974359016865492
1562125451.1769588,1589,0.010277777910232544
1562125498.446552,1593,-0.0014285712968558073
1562125600.1467838,1602,0.0033333336468786
1562125622.5781682,1604,0.004210526589304209
1562125657.483276,1607,0.00445945980027318
1562125680.7704282,1609,0.001976744504645467
1562125692.1168218,1610,0.0012500002048909664
1562125738.17892,1614,0.002894737059250474
1562125749.8512342,1615,0.00546511635184288
1562125773.7942045,1617,0.0012500002048909664
1562125785.393273,1618,0.009864864870905876
1562125842.6752245,1623,0.004722222685813904
1562125866.6466253,1625,0.009102564305067062
1562125911.6881542,1629,-0.00012195103772683069
1562125933.9114127,1631,0.007857142947614193
1562125946.19352,1632,0.002692307811230421
1562125957.6860693,1633,0.003536585718393326
1562125980.2591097,1635,0.0043023256585001945
1562126002.0666912,1637,0.002500000176951289
1562126058.721689,1642,0.008235294371843338
1562126092.9437747,1645,0.001097561209462583
1562126115.1353807,1647,0.00947368424385786
1562126149.2903352,1650,0.01121621672064066
1562126182.919147,1653,0.0015789475291967392
1562126228.2989004,1657,-0.0017391302390024066
1562126261.6155407,1660,0.00947368424385786
1562126305.3694084,1664,0.00947368424385786
1562126317.29635,1665,0.006538461893796921
1562126328.2939565,1666,0.0016666669398546219
1562126408.824178,1673,1.8626451769865326e-10
1562126431.7681468,1675,0.001097561209462583
1562126442.711773,1676,0.004210526589304209
1562126454.0236797,1677,0.002894737059250474
1562126486.9666333,1680,0.002692307811230421
1562126498.3567333,1681,0.008888889104127884
1562126567.11733,1687,-0.00256097549572587
1562126578.3485723,1688,0.012820512987673283
1562126590.4219882,1689,0.004090909380465746
1562126625.113952,1692,0.0023170732893049717
1562126668.923331,1696,0.0026923080440610647
1562126702.4894536,1699,0.009102564305067062
1562126713.1737208,1700,0.002894737059250474
1562126724.762396,1701,0.005000000353902578
1562126735.5227702,1702,0.005000000353902578
1562126758.522696,1704,-0.00023809506092220545
1562126793.91651,1707,0.004090909380465746
1562126827.7573104,1710,0.010384615510702133
1562126874.0280225,1714,0.011666666716337204
1562126885.573244,1715,0.006904762238264084
1562126941.4809446,1720,0.0027777780778706074
1562126964.8937867,1722,0.003974359016865492
1562126975.8729398,1723,0.009102564305067062
1562126987.311696,1724,0.003536585718393326
1562127032.2179463,1728,0.0015789475291967392
1562127067.0073087,1731,0.00525641068816185
1562127089.500791,1733,0.004756097681820393
1562127136.1564949,1737,-0.0016666664741933346
1562127147.577907,1738,0.0033333336468786
1562127158.568192,1739,0.0009523811750113964
1562127169.9485698,1740,0.002500000176951289
1562127192.2534215,1742,0.007500000298023224
1562127250.1242058,1747,0.004756097681820393
1562127261.7974596,1748,0.008095238357782364
1562127284.2251894,1750,0.008888889104127884
1562127295.3266935,1751,0.002692307811230421
1562127306.4021335,1752,0.003536585718393326
1562127340.1715047,1755,0.007162162568420172
1562127363.3890934,1757,0.003750000149011612
1562127374.7238266,1758,0.007820513099431992
1562127386.2898383,1759,0.003536585718393326
1562127487.5111172,1768,0.0001282053126487881
1562127522.3274064,1771,0.009864864870905876
1562127624.1937296,1780,0.00947368424385786
1562127693.9205194,1786,0.007500000298023224
1562127705.6654143,1787,0.003750000149011612
1562127773.2182808,1793,0.002894737059250474
1562127784.1931653,1794,0.0008139536948874593
1562127795.3678894,1795,0.007500000298023224
1562127818.1489968,1797,0.0026086957659572363
1562127829.6985054,1798,0.003974359016865492
1562127840.8286548,1799,0.0055263158865273
1562127886.6031497,1803,0.0008139536948874593
1562127955.937766,1809,0.0018181820632889867
1562127967.464407,1810,0.003536585718393326
1562128059.4144175,1818,0.0055263158865273
1562128070.902721,1819,0.00445945980027318
1562128105.1998782,1822,0.0031395351979881525
1562128139.9017584,1825,0.010789474472403526
1562128185.7803645,1829,0.0004347827925812453
1562128208.095957,1831,0.009285714477300644
1562128254.3273761,1835,0.00947368424385786
1562128320.8516903,1841,0.007162162568420172
1562128365.9416041,1845,0.0029545456636697054
1562128376.8841298,1846,0.004722222685813904
1562128411.0459979,1849,0.003108108416199684
1562128433.0644138,1851,0.0043023256585001945
1562128465.28498,1854,0.004324324429035187
1562128508.489187,1858,0.012647058814764023
1562128530.0797498,1860,0.006428571883589029
1562128552.5855534,1862,0.005810811184346676
1562128563.5535746,1863,0.00815789494663477
1562128574.5949454,1864,0.002692307811230421
1562128650.73626,1871,0.011666666716337204
1562128673.1892557,1873,0.004210526589304209
1562128684.064617,1874,0.003974359016865492
1562128748.6306157,1880,0.007162162568420172
1562128760.282078,1881,0.005714286118745804
1562128770.804274,1882,0.007857142947614193
1562128792.576581,1884,0.001976744504645467
1562128813.8913286,1886,0.003414634382352233
1562128924.7195811,1896,0.0016666668234393
1562128946.8273394,1898,0.00676470622420311
